age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
59,Federal-gov,1109965,10th,13,Married-spouse-absent,Priv-house-serv,Own-child,Other,Female,0,1583,87,United-States,<=50K
32,Never-worked,784144,Masters,4,Married-spouse-absent,Priv-house-serv,Other-relative,White,Female,0,0,37,England,<=50K
29,Self-emp-not-inc,851787,Masters,4,Never-married,Handlers-cleaners,Husband,Other,Male,0,0,14,Cuba,<=50K
47,State-gov,612191,11th,3,Divorced,Protective-serv,Wife,Asian-Pac-Islander,Male,0,3286,10,Canada,<=50K
26,Self-emp-not-inc,270546,Assoc-voc,8,Divorced,Prof-specialty,Husband,Asian-Pac-Islander,Female,19223,922,53,Mexico,>50K
36,Local-gov,419911,Prof-school,11,Married-civ-spouse,Sales,Own-child,White,Female,0,1751,23,Canada,<=50K
63,Federal-gov,392671,1st-4th,14,Married-civ-spouse,Craft-repair,Wife,Other,Male,43346,0,39,Cuba,>50K
79,Self-emp-not-inc,1274390,Doctorate,10,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,61,Germany,>50K
60,Self-emp-not-inc,193186,10th,13,Married-spouse-absent,Other-service,Unmarried,White,Male,0,247,19,Germany,<=50K
71,Private,1232912,12th,16,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,11784,0,50,Japan,>50K
53,Local-gov,1288252,7th-8th,9,Never-married,Priv-house-serv,Other-relative,Black,Male,0,0,29,Japan,<=50K
55,Without-pay,292532,9th,5,Never-married,Priv-house-serv,Husband,Black,Female,72182,0,97,Canada,>50K
42,State-gov,993028,Some-college,6,Separated,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,2681,10,Puerto-Rico,<=50K
74,Local-gov,581581,7th-8th,9,Widowed,Armed-Forces,Husband,Black,Male,0,0,34,England,<=50K
38,State-gov,1403048,Doctorate,10,Married-spouse-absent,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,0,0,60,Germany,<=50K
21,Federal-gov,530234,Assoc-voc,8,Married-spouse-absent,Protective-serv,Other-relative,White,Male,0,4117,5,Puerto-Rico,<=50K
56,Self-emp-inc,792867,5th-6th,12,Married-AF-spouse,Sales,Other-relative,Other,Male,0,0,41,Mexico,<=50K
34,Without-pay,355350,10th,13,Never-married,Tech-support,Husband,Black,Female,0,0,73,Cuba,<=50K
24,Federal-gov,195185,7th-8th,9,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Female,1730,3646,6,Puerto-Rico,<=50K
59,Self-emp-not-inc,221848,12th,16,Divorced,Armed-Forces,Own-child,Black,Male,92188,1446,17,Puerto-Rico,>50K
26,Private,290850,Masters,4,Married-civ-spouse,Prof-specialty,Wife,White,Male,0,0,52,Philippines,>50K
59,Private,1164332,5th-6th,12,Married-civ-spouse,Adm-clerical,Husband,Black,Female,0,2274,70,Canada,>50K
68,Self-emp-inc,261772,Assoc-voc,8,Separated,Tech-support,Own-child,Amer-Indian-Eskimo,Male,0,0,75,England,<=50K
78,State-gov,503339,10th,13,Married-AF-spouse,Farming-fishing,Not-in-family,Black,Male,7774,0,31,Mexico,>50K
50,State-gov,979928,Masters,4,Married-AF-spouse,Craft-repair,Own-child,Black,Male,0,0,28,India,<=50K
61,Self-emp-not-inc,939836,Assoc-voc,8,Married-AF-spouse,Craft-repair,Own-child,Other,Male,0,0,8,Mexico,<=50K
20,Federal-gov,659547,Assoc-voc,8,Married-civ-spouse,Armed-Forces,Own-child,Asian-Pac-Islander,Female,0,0,83,Philippines,<=50K
56,Private,1143507,Assoc-voc,8,Married-AF-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,4042,49,Cuba,<=50K
63,Local-gov,1498038,7th-8th,9,Married-spouse-absent,Craft-repair,Wife,Amer-Indian-Eskimo,Male,0,2241,33,Germany,<=50K
51,Never-worked,1443753,7th-8th,9,Separated,Handlers-cleaners,Not-in-family,White,Female,0,0,1,Japan,<=50K
43,Without-pay,813659,Assoc-acdm,7,Married-spouse-absent,Farming-fishing,Wife,Asian-Pac-Islander,Male,0,459,95,Cambodia,<=50K
62,Self-emp-not-inc,497442,Assoc-acdm,7,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,89,Cuba,<=50K
28,Without-pay,744230,7th-8th,9,Married-spouse-absent,Prof-specialty,Unmarried,Black,Female,0,0,67,England,>50K
59,Without-pay,1490361,Prof-school,11,Married-civ-spouse,Armed-Forces,Wife,Amer-Indian-Eskimo,Female,0,0,92,Puerto-Rico,<=50K
44,Local-gov,1006221,Masters,4,Married-spouse-absent,Sales,Own-child,Black,Female,24156,1955,91,Philippines,<=50K
75,Never-worked,412466,Doctorate,10,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,63,Canada,>50K
66,State-gov,1213918,Assoc-acdm,7,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,0,2319,97,Canada,>50K
33,Private,1141899,Bachelors,1,Married-AF-spouse,Machine-op-inspct,Own-child,White,Male,0,0,65,Philippines,<=50K
67,Private,27033,9th,5,Married-civ-spouse,Protective-serv,Not-in-family,Black,Female,2223,0,51,India,>50K
49,State-gov,670963,Masters,4,Never-married,Craft-repair,Husband,Black,Male,0,0,18,India,<=50K
41,Local-gov,1026363,Preschool,15,Divorced,Protective-serv,Own-child,Black,Male,0,0,95,Cuba,>50K
53,Local-gov,458804,1st-4th,14,Married-AF-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,35,Germany,<=50K
43,Private,496185,5th-6th,12,Separated,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,63158,2274,22,Japan,>50K
24,Without-pay,718833,Bachelors,1,Widowed,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,4255,0,45,Cambodia,<=50K
23,Self-emp-not-inc,219864,Assoc-acdm,7,Married-spouse-absent,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,60858,0,30,Cuba,<=50K
86,Local-gov,29933,7th-8th,9,Married-AF-spouse,Transport-moving,Other-relative,Black,Female,0,0,54,Mexico,>50K
21,Without-pay,101914,HS-grad,2,Widowed,Armed-Forces,Not-in-family,Amer-Indian-Eskimo,Female,0,0,65,Mexico,<=50K
22,State-gov,1097913,5th-6th,12,Divorced,Priv-house-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,1360,96,Cambodia,<=50K
18,Self-emp-inc,1455356,5th-6th,12,Divorced,Prof-specialty,Own-child,Other,Female,59311,0,10,England,>50K
79,State-gov,574762,12th,16,Divorced,Priv-house-serv,Other-relative,Asian-Pac-Islander,Male,0,0,26,Cambodia,>50K
64,Never-worked,818963,5th-6th,12,Divorced,Handlers-cleaners,Wife,Other,Male,0,0,41,Germany,<=50K
72,Self-emp-not-inc,436262,10th,13,Separated,Exec-managerial,Wife,Black,Male,0,0,44,Mexico,<=50K
35,State-gov,294251,12th,16,Married-civ-spouse,Exec-managerial,Unmarried,Other,Female,0,0,19,Japan,>50K
20,Local-gov,438451,11th,3,Separated,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,28,Canada,<=50K
67,Local-gov,467525,Bachelors,1,Never-married,Exec-managerial,Not-in-family,Other,Female,0,0,33,Germany,>50K
45,Without-pay,1217730,Some-college,6,Married-civ-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,51,Mexico,>50K
79,Federal-gov,1110173,Some-college,6,Married-civ-spouse,Craft-repair,Other-relative,Black,Male,0,0,25,Mexico,<=50K
37,Without-pay,1183882,Preschool,15,Separated,Adm-clerical,Own-child,Black,Male,0,0,44,Cuba,<=50K
56,Self-emp-not-inc,1193056,7th-8th,9,Never-married,Craft-repair,Unmarried,White,Female,0,448,51,Puerto-Rico,<=50K
52,Self-emp-not-inc,1467332,Bachelors,1,Never-married,Handlers-cleaners,Wife,White,Female,0,4118,27,Mexico,<=50K
20,Private,827106,7th-8th,9,Never-married,Tech-support,Unmarried,Other,Male,98698,0,87,Germany,>50K
79,Self-emp-not-inc,678999,5th-6th,12,Married-civ-spouse,Sales,Husband,Black,Male,0,2311,96,England,>50K
68,Self-emp-inc,309246,11th,3,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,50,Japan,>50K
36,Local-gov,540564,Some-college,6,Never-married,Exec-managerial,Own-child,Other,Female,0,0,84,United-States,<=50K
36,Self-emp-not-inc,74431,Doctorate,10,Married-AF-spouse,Handlers-cleaners,Husband,Other,Female,0,0,94,England,>50K
71,Self-emp-inc,206558,Prof-school,11,Never-married,Priv-house-serv,Unmarried,Black,Female,0,0,70,Japan,>50K
52,Self-emp-inc,795812,12th,16,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,35,United-States,<=50K
84,Local-gov,405686,HS-grad,2,Divorced,Tech-support,Unmarried,White,Male,0,1193,4,Puerto-Rico,<=50K
36,Self-emp-not-inc,1369720,9th,5,Never-married,Prof-specialty,Husband,Black,Female,0,0,60,United-States,>50K
31,Self-emp-inc,1137894,Masters,4,Widowed,Armed-Forces,Husband,Black,Female,50421,2316,31,United-States,>50K
21,Without-pay,1103324,10th,13,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,12183,3111,75,Puerto-Rico,>50K
84,Federal-gov,152380,HS-grad,2,Married-AF-spouse,Armed-Forces,Husband,Other,Female,0,0,4,Japan,<=50K
70,Without-pay,1206642,10th,13,Widowed,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,84,United-States,<=50K
49,Federal-gov,406637,Prof-school,11,Married-AF-spouse,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,1177,88,Cuba,>50K
72,Self-emp-inc,1113701,Assoc-acdm,7,Separated,Tech-support,Husband,Amer-Indian-Eskimo,Female,0,0,76,Puerto-Rico,<=50K
58,Local-gov,627151,Doctorate,10,Separated,Priv-house-serv,Unmarried,Asian-Pac-Islander,Male,0,0,95,India,>50K
29,Self-emp-not-inc,1390750,1st-4th,14,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,17,Cuba,<=50K
25,Self-emp-inc,851027,12th,16,Never-married,Transport-moving,Own-child,White,Female,0,0,7,Germany,<=50K
38,Self-emp-inc,115880,7th-8th,9,Widowed,Prof-specialty,Wife,Asian-Pac-Islander,Male,26123,0,26,Puerto-Rico,>50K
59,Self-emp-inc,1080476,HS-grad,2,Separated,Handlers-cleaners,Husband,White,Male,0,4354,45,Puerto-Rico,<=50K
35,Federal-gov,1159059,1st-4th,14,Married-AF-spouse,Protective-serv,Wife,Black,Female,58447,2852,34,Puerto-Rico,>50K
42,State-gov,685245,Some-college,6,Married-spouse-absent,Prof-specialty,Own-child,White,Male,89836,0,70,India,>50K
60,Private,185350,HS-grad,2,Widowed,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,3480,88,Mexico,<=50K
80,Federal-gov,215068,Assoc-acdm,7,Married-spouse-absent,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,1293,6,Germany,>50K
56,Self-emp-inc,1000913,Some-college,6,Never-married,Other-service,Own-child,Other,Female,0,0,24,Puerto-Rico,<=50K
55,Never-worked,1160528,5th-6th,12,Married-civ-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,0,0,90,Cuba,>50K
42,Private,1069917,10th,13,Separated,Armed-Forces,Other-relative,Amer-Indian-Eskimo,Male,0,0,44,India,<=50K
26,State-gov,1130261,Bachelors,1,Married-civ-spouse,Machine-op-inspct,Wife,Other,Male,0,2739,61,Canada,<=50K
60,Without-pay,792754,10th,13,Married-AF-spouse,Tech-support,Wife,White,Male,0,678,74,Japan,>50K
47,Private,291899,Assoc-voc,8,Married-AF-spouse,Exec-managerial,Other-relative,Other,Female,0,0,88,Japan,>50K
23,Self-emp-not-inc,421346,10th,13,Never-married,Other-service,Unmarried,White,Male,0,0,60,Puerto-Rico,<=50K
19,Private,1095981,5th-6th,12,Widowed,Tech-support,Unmarried,White,Male,72948,0,75,England,>50K
34,Federal-gov,1310043,Assoc-voc,8,Separated,Craft-repair,Own-child,Other,Male,0,0,63,Philippines,<=50K
89,Without-pay,129170,Doctorate,10,Never-married,Prof-specialty,Wife,White,Male,0,0,18,Cambodia,>50K
77,Federal-gov,927810,10th,13,Married-AF-spouse,Priv-house-serv,Wife,Black,Female,0,0,29,England,>50K
88,Self-emp-inc,322931,Assoc-acdm,7,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,49799,0,37,Puerto-Rico,>50K
39,Self-emp-not-inc,1107176,1st-4th,14,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,65,United-States,<=50K
29,State-gov,114877,Some-college,6,Separated,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,289,85,Japan,>50K
22,Private,459633,1st-4th,14,Married-civ-spouse,Protective-serv,Wife,Amer-Indian-Eskimo,Male,0,0,76,Canada,>50K
75,Never-worked,739480,9th,5,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Female,0,3618,6,Puerto-Rico,<=50K
24,Never-worked,178908,Assoc-voc,8,Widowed,Protective-serv,Other-relative,Other,Female,0,0,35,Germany,<=50K
50,Federal-gov,498424,9th,5,Widowed,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,0,653,86,England,>50K
58,Self-emp-not-inc,684568,Doctorate,10,Widowed,Armed-Forces,Unmarried,White,Female,0,0,12,United-States,<=50K
72,Self-emp-not-inc,1480933,9th,5,Divorced,Tech-support,Husband,Other,Female,7186,0,75,Philippines,>50K
57,Private,467525,Some-college,6,Widowed,Other-service,Unmarried,Black,Female,0,0,39,India,<=50K
60,Self-emp-not-inc,1190899,Doctorate,10,Widowed,Transport-moving,Husband,Black,Female,0,0,55,Mexico,<=50K
80,Self-emp-inc,806864,9th,5,Married-AF-spouse,Machine-op-inspct,Other-relative,Black,Male,0,0,90,Germany,>50K
24,Federal-gov,364212,Some-college,6,Married-AF-spouse,Machine-op-inspct,Wife,White,Male,93145,0,20,Mexico,>50K
78,Private,239981,10th,13,Married-AF-spouse,Armed-Forces,Other-relative,White,Female,0,0,26,Mexico,<=50K
77,Never-worked,1080905,Bachelors,1,Married-AF-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,58,England,<=50K
47,Federal-gov,1011255,Prof-school,11,Married-spouse-absent,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0,0,34,Germany,<=50K
58,Private,85022,1st-4th,14,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,0,0,71,England,>50K
37,Without-pay,1200204,Prof-school,11,Widowed,Armed-Forces,Not-in-family,White,Male,0,0,83,Germany,<=50K
80,Local-gov,1022428,12th,16,Never-married,Craft-repair,Husband,Amer-Indian-Eskimo,Female,0,3197,82,Canada,>50K
87,Local-gov,452280,Doctorate,10,Never-married,Transport-moving,Husband,Black,Male,0,0,26,Canada,<=50K
20,Without-pay,224795,Some-college,6,Never-married,Other-service,Wife,Asian-Pac-Islander,Male,0,2200,24,Cuba,<=50K
33,Self-emp-inc,67181,HS-grad,2,Married-spouse-absent,Priv-house-serv,Husband,Black,Male,80139,0,91,India,>50K
87,Self-emp-not-inc,610381,Preschool,15,Divorced,Tech-support,Unmarried,Black,Male,0,2274,55,Japan,<=50K
71,Without-pay,1021649,Masters,4,Separated,Other-service,Wife,Other,Male,77260,2166,71,Puerto-Rico,<=50K
20,Local-gov,1411242,1st-4th,14,Widowed,Armed-Forces,Wife,Amer-Indian-Eskimo,Male,64231,0,42,Philippines,>50K
35,Private,1056725,HS-grad,2,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,98,England,>50K
28,Federal-gov,850214,Some-college,6,Married-spouse-absent,Prof-specialty,Other-relative,Other,Female,0,657,90,United-States,>50K
86,Without-pay,391435,Preschool,15,Widowed,Machine-op-inspct,Not-in-family,Other,Male,0,0,4,Cuba,<=50K
59,Self-emp-not-inc,1174821,Preschool,15,Divorced,Prof-specialty,Own-child,White,Male,0,0,43,Germany,>50K
77,Self-emp-not-inc,217083,Some-college,6,Separated,Protective-serv,Husband,White,Male,0,0,92,Puerto-Rico,<=50K
56,Self-emp-not-inc,754929,7th-8th,9,Married-civ-spouse,Farming-fishing,Other-relative,Black,Female,0,3017,3,England,<=50K
35,Federal-gov,1310890,9th,5,Married-civ-spouse,Priv-house-serv,Not-in-family,Other,Male,0,0,67,India,<=50K
45,Federal-gov,73384,Some-college,6,Married-spouse-absent,Craft-repair,Husband,Other,Female,0,0,55,Japan,<=50K
51,Without-pay,562783,10th,13,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Male,80104,0,14,Cuba,>50K
18,Self-emp-inc,1256265,Assoc-acdm,7,Never-married,Craft-repair,Other-relative,White,Female,0,1939,33,England,<=50K
31,Federal-gov,141703,11th,3,Never-married,Priv-house-serv,Other-relative,Other,Male,0,0,81,Puerto-Rico,<=50K
83,Federal-gov,144036,5th-6th,12,Never-married,Prof-specialty,Unmarried,Black,Male,0,1791,66,Germany,>50K
68,Without-pay,741997,Assoc-voc,8,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,Male,0,0,6,Puerto-Rico,<=50K
81,Never-worked,1231057,9th,5,Separated,Handlers-cleaners,Own-child,Other,Female,0,0,20,Canada,<=50K
57,Without-pay,1371890,1st-4th,14,Married-AF-spouse,Exec-managerial,Unmarried,Black,Male,0,2545,89,India,>50K
47,State-gov,845836,11th,3,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,24131,0,49,Philippines,>50K
56,State-gov,1052043,Preschool,15,Separated,Other-service,Husband,Asian-Pac-Islander,Female,0,1086,38,England,<=50K
69,Without-pay,1142857,5th-6th,12,Married-AF-spouse,Adm-clerical,Own-child,Black,Female,29104,0,72,Cuba,>50K
17,State-gov,264798,10th,13,Married-spouse-absent,Tech-support,Unmarried,White,Female,23408,0,7,Canada,>50K
84,Self-emp-not-inc,598905,Preschool,15,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,39,Cuba,>50K
58,Self-emp-not-inc,284592,Assoc-acdm,7,Separated,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,0,0,39,Germany,<=50K
61,Local-gov,677546,9th,5,Divorced,Prof-specialty,Husband,Amer-Indian-Eskimo,Female,0,0,47,Mexico,>50K
67,State-gov,110133,1st-4th,14,Never-married,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,0,0,66,Puerto-Rico,<=50K
70,Self-emp-inc,367312,10th,13,Married-spouse-absent,Farming-fishing,Own-child,Asian-Pac-Islander,Female,0,0,38,United-States,<=50K
34,Never-worked,750073,Preschool,15,Married-AF-spouse,Other-service,Wife,Black,Male,0,0,92,Philippines,>50K
67,State-gov,804717,1st-4th,14,Married-civ-spouse,Prof-specialty,Other-relative,Black,Male,0,0,88,Puerto-Rico,>50K
42,Self-emp-not-inc,842935,Masters,4,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,3,Philippines,<=50K
33,Self-emp-inc,760729,12th,16,Separated,Armed-Forces,Husband,White,Female,0,2231,80,England,<=50K
65,Federal-gov,649462,Some-college,6,Divorced,Sales,Other-relative,Black,Male,0,0,51,Philippines,<=50K
17,State-gov,456553,Preschool,15,Divorced,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,0,2003,18,United-States,<=50K
35,State-gov,150809,7th-8th,9,Widowed,Armed-Forces,Wife,Asian-Pac-Islander,Male,0,928,85,Puerto-Rico,<=50K
74,Self-emp-not-inc,318934,Assoc-voc,8,Married-spouse-absent,Other-service,Other-relative,Amer-Indian-Eskimo,Male,3293,0,71,Germany,>50K
24,Private,856066,1st-4th,14,Married-AF-spouse,Prof-specialty,Other-relative,Black,Male,0,0,56,Germany,>50K
64,Without-pay,1379635,Assoc-acdm,7,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,44,United-States,<=50K
21,Without-pay,1226811,Prof-school,11,Married-AF-spouse,Sales,Wife,Asian-Pac-Islander,Male,21882,0,22,Mexico,>50K
42,State-gov,977112,Doctorate,10,Separated,Machine-op-inspct,Wife,Asian-Pac-Islander,Male,0,509,11,Cambodia,<=50K
33,Self-emp-inc,479617,Prof-school,11,Divorced,Transport-moving,Other-relative,Asian-Pac-Islander,Male,0,2519,45,Canada,<=50K
78,State-gov,123807,7th-8th,9,Separated,Transport-moving,Own-child,Black,Male,0,0,62,Philippines,>50K
55,State-gov,1132744,Some-college,6,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,60,Cambodia,>50K
34,State-gov,501224,9th,5,Widowed,Transport-moving,Other-relative,White,Male,0,0,86,England,<=50K
47,Private,672878,5th-6th,12,Married-civ-spouse,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,0,11,Cuba,<=50K
38,State-gov,1022568,10th,13,Widowed,Tech-support,Unmarried,Black,Male,98074,0,46,England,>50K
77,Without-pay,788837,Masters,4,Married-spouse-absent,Craft-repair,Own-child,Black,Female,0,880,75,Japan,<=50K
63,Never-worked,978943,Some-college,6,Separated,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,43,Germany,<=50K
72,Self-emp-not-inc,1140550,Assoc-voc,8,Divorced,Prof-specialty,Not-in-family,Black,Female,0,328,71,Canada,>50K
44,Self-emp-inc,653801,Doctorate,10,Never-married,Priv-house-serv,Husband,Asian-Pac-Islander,Male,0,0,65,Cuba,<=50K
31,State-gov,21851,Assoc-acdm,7,Separated,Armed-Forces,Husband,Other,Male,0,0,41,Canada,<=50K
26,Without-pay,622736,1st-4th,14,Widowed,Machine-op-inspct,Own-child,Black,Female,3622,2707,45,United-States,>50K
48,Self-emp-not-inc,1384204,Bachelors,1,Married-civ-spouse,Protective-serv,Own-child,White,Female,0,0,53,United-States,<=50K
28,Self-emp-not-inc,151226,HS-grad,2,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Female,0,0,3,Germany,<=50K
46,Private,1064135,12th,16,Married-civ-spouse,Other-service,Wife,Black,Male,0,0,54,Cuba,>50K
23,Federal-gov,1462057,5th-6th,12,Never-married,Other-service,Unmarried,Other,Male,0,0,92,Puerto-Rico,<=50K
48,Never-worked,729518,11th,3,Never-married,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,1775,39,India,<=50K
68,Without-pay,233986,Doctorate,10,Separated,Machine-op-inspct,Wife,Other,Female,0,675,24,England,<=50K
81,Private,425479,1st-4th,14,Widowed,Transport-moving,Unmarried,Amer-Indian-Eskimo,Female,0,0,60,United-States,<=50K
60,Self-emp-inc,1029792,11th,3,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,0,21,Cuba,<=50K
69,Never-worked,1387964,Doctorate,10,Widowed,Priv-house-serv,Husband,Other,Female,0,0,65,United-States,<=50K
89,Without-pay,343053,11th,3,Married-civ-spouse,Priv-house-serv,Unmarried,White,Male,0,0,32,Germany,<=50K
18,Never-worked,978606,10th,13,Married-AF-spouse,Armed-Forces,Wife,White,Male,0,2040,78,Germany,<=50K
41,State-gov,245653,Masters,4,Separated,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,96,Cuba,>50K
71,Local-gov,180267,HS-grad,2,Divorced,Protective-serv,Not-in-family,Asian-Pac-Islander,Female,0,0,98,England,>50K
51,Self-emp-not-inc,980408,9th,5,Divorced,Craft-repair,Own-child,Black,Male,0,0,65,Japan,<=50K
32,State-gov,922643,5th-6th,12,Married-AF-spouse,Other-service,Not-in-family,Black,Female,0,0,19,United-States,<=50K
34,Federal-gov,102332,5th-6th,12,Married-AF-spouse,Machine-op-inspct,Unmarried,White,Female,0,3445,81,Cambodia,>50K
83,Local-gov,1302116,9th,5,Separated,Tech-support,Husband,Black,Male,0,3721,74,Cambodia,>50K
77,State-gov,896014,Doctorate,10,Separated,Sales,Own-child,Other,Female,0,0,58,Germany,>50K
41,Private,1140138,HS-grad,2,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,48852,0,52,Puerto-Rico,>50K
